ref_id,source_file,text
30,ch05,〈蔣渭川政壇回憶錄〉，收錄於陳芳明編《蔣渭川和他的時代》（臺北：前衛出版社，1996年），頁214-215。
31,b001,請參考陳志龍：〈228元凶責任追究之迫切性於必要性〉，刊於財團法人228事件紀念基金會：《二二八事件新史料學術論文集》，（2003），頁162以下。
31,ch02,同前註，頁32。
31,ch03,蔣永敬等，《楊亮功先生年譜》，頁247、307、319。
31,ch04,吳濁流，《無花果》，頁176。
31,ch05,吳濁流，《臺灣連翹》（臺北：草根出版社，1995年），頁194。
32,b001,"種族仇視，導致成為「死敵」，往往也是操控的結果，對於此，以希特勒當時在阿拉伯世界，利用阿拉伯人與猶太人之不睦，甚至有阿拉伯文版的「我的奮鬥」之發行，而屠殺閃族人獲得正當化。Vgl.Amery：Hitler als Vorläufer,（1998）, S.148ff."
32,ch02,同註30，頁25。
32,ch03,雷震，《監察院之將來》（臺北：自由中國出版社，1953年），頁87-88。
32,ch04,汪彝定，《走過關鍵年代：汪彝定回憶錄》（臺北：商周文化，1991年10月），頁46。《無花果》，頁186-187。
32,ch05,2000年總統大選時，有一位任職情報局達50餘年的林頌和，出面指摘連震東曾接受日本總督的賄賂。2000年2月20日《中國時報》記者樊嘉傑的新聞報導這樣說：「繼指控副總統連戰的父親連震東接收臺北時，把觀音鄉的土地據為己有之後，超黨派聯盟昨日再指控連震東來臺之初，曾接受日本總督一千兩黃金之賄賂。/支持宋楚瑜的超黨派聯盟立委，連日來揭發連戰家族致富之密後，昨日再指控連震東曾收授日本總督一千兩黃金賄賂。超盟立委特別陪同一位曾在情報局工作達五十餘年的林頌和出面指控此事。⋯林頌和民國五年生，聲稱民國三十五年元月奉命抵臺，擔任軍統局臺灣直屬通訊員。某日截獲密報，時任臺北州接管委員會主任委員的連震東收取賄賂一千兩黃金。⋯超盟立委指出，連戰家族近期陸續被揭發的有連震東「劫收」基隆土地案，「劫收」桃園縣土地案，如今又多出「收賄」黃金千兩等情事。而連陣營一直無法對連家財富合理解釋。」
33,b001,"在納粹時代，即有猶太人甘作為德國秘密警察的密探（als GestapoAgent），一方面作為「猶太族的代言人」，另一方面作為「蓋世太保的利用工具」。Vgl.Ainsztein:《Revolte gegen die Vernichtung-Der Aufstand im Warschauer Ghetto》,（1993）,S.29ff."
33,ch02,顏清梅，〈光復初期臺灣米荒問題初探〉，賴澤涵主編，《臺灣光復初期歷史》（臺北：中央研究院中山人文社會科學研究所，1993年11月），頁84-91。
33,ch03,蔣永敬等，《楊亮功先生年譜》，頁323-324。
33,ch04,莊嘉農，《憤怒的臺灣》（臺北：時報文化出版公司，1993年3月），頁103-106。
33,ch05,林獻堂在1948年5月20日的日記上面這樣記載：「余訪連震東，勸其為通志館副館長，他言將欲辭退公務人員，專心經營實業，因觀其父一生從事文學，晚年經濟之困苦，甚為悲哀，故欲改途也」。
34,b001,至於當時有中國關係背景的臺籍人士（即所謂的半山），是居於「利益集團」（interest group）的角色，有人認為這些「半山」並不是為臺灣的人民主張利益，而是權充二二八事件中『以臺制臺』的工具。參考本書第5章（頁349、369、371及註38、頁376）。「唊過半山一段時，竿乃是臺灣人」（唊 = 用口上下夾食，音 = 夾；「竿」字引申比喻簡直），所以「竿乃是」=「簡直（就像）是、就好像是」。
34,ch02,吳新榮，《吳新榮回憶錄》（臺北：前衛出版社，1989年7月第一刷），頁213。
34,ch03,蔣永敬等，《楊亮功先生年譜》，頁331-332。
34,ch04,胡允恭，〈臺灣二二八事件真相〉，收入李敖編著，《二二八研究續集》（臺北：李敖出版社，1989年2月），頁31-33。胡允恭以「張琴」為筆名，此文發表於上海《文萃叢刊》第二期，1947年4月5日出刊。
34,ch05,〈蔣渭川政壇回憶錄〉，收錄於陳芳明編《蔣渭川和他的時代》，頁214-215。
35,b001,"是否「有計畫的屠殺行為」的判斷，尚可以其情形是否以「族群的菁英份子」為被屠殺的對象而定，如果持肯定的看法的話，則應可認為是「故意的屠殺行為」，而據二二八的屠殺對象而言，則為當時臺灣的「知識份子」，為首先被列為「屠殺黑名單」之此一現象，應認為二二八的屠殺，難以排除其是有「故意屠殺計畫」的行為。類似的例子，在納粹屠殺猶太人則首先是「猶太菁英份子」為屠殺對象。Vgl.Projektgruppe Belarus（Hrsg.）:《Existiert das Ghetto noch ?》,（2003）, S.201 ff."
35,ch02,《人民導報》，1947年2月22日，第3版。
35,ch03,〈楊亮功致于右任密報臺灣民情不穩情形電文一組〉，陳興唐主編，《臺灣二．二八事件檔案史料（上卷）》，頁47-49。
35,ch04,錢履周，〈我所知道的陳儀〉，轉引自戴國煇，《愛憎二．二八》，頁155-166。
35,ch05,吳濁流，《臺灣連翹》，頁193-196。文中提到之臺灣文化委員會，應為新文化運動委員會，詳見後敘。
36,b001,所謂「不純正不作為犯」，乃是指這個行為人只是「不作為」，但是對於他人的作為，負有監督的義務，即要防止他人作為的危險擴大，但這個行為人仍然沒有採取任何的「防止行為」，則此時就要負起視同是作為的責任。舉例說明，某乙在二二八事件為屠殺人民的行為，而某甲聽任某乙殺人，則某甲的「不制止行為」就等同是「殺人行為」，此時即將該「不作為」，視同是「作為」，即此時是「故意不純正不作為犯」。「故意不純正不作為犯」，乃是指透過「不作為」的行為，而「放任」其他作為的行為人為犯罪，並且有能力能夠制止、監督，但卻不制止、不監督，致他人完成犯罪行為者。詳而言之，在這時候，由於這個「不作為」的人的「惡性」，而導致犯罪行為完成，應該論以和「作為犯」同等的犯罪行為。亦即，雖然是「不作為」，但是由於該不作為，致他人所做的「作為」產生犯罪的結果，則該「不作為者之行為」，應和「作為者之行為」，其評價相同，此即為「故意不純正不作為犯」。
36,ch02,《和平日報》，1947年2月18日，第3版。
36,ch03,葉明勳，〈敬悼楊亮功先生—「百年遺恨負忠言」〉，《傳記文學》第60卷第2期（1992年2月），頁35。
36,ch04,胡允恭，〈臺灣二二八事件真相〉，頁39。
36,ch05,司法行政部調查局，〈臺灣地方派系調查專報〉手稿本，1952，頁4。
37,b001,如果要探討臺灣的司法究是以「統治利益考量」或是以「人權考量」，則對臺灣的「民主」、「人性尊嚴」之生態應予以觀察，詳情參考陳志龍：〈極權正當化理論與戒嚴歷史之探討〉，收錄於國史館編，《人權理論與歷史論文集》，（2004），頁67以下。
37,ch02,鍾逸人，《辛酸六十年（上）》（臺北：自由時代出版社，臺灣文史叢刊（1），1988年5月）頁389。
37,ch03,〈監察委員何漢文簽呈〉，陳興唐主編，《臺灣二．二八事件檔案史料（下卷）》，頁753。
37,ch04,錢履周，〈我所知道的陳儀〉，轉引自戴國煇，《愛憎二．二八》，頁166。
37,ch05,蔣渭川，《二二八事變始末記》收載於陳芳明編《蔣渭川和他的時代》，頁53-54。
38,b001,在政治動亂地區，發生統治者下令軍隊血腥鎮壓事件，例如2005年5月發生中亞烏茲別克總統卡立莫夫派軍隊屠殺745人以上，據稱該次大屠殺人數多達2000人，如果證實者，將是1989年中國北京天安門事件後，最冷血的屠殺平民之鎮壓事件。參閱2005年5月18日台灣蘋果日報A18版。
38,ch02,張旭成，〈二二八事件的政治背景及其影響〉，陳芳明主編，《二二八事件學術論文集》（臺北：前衛出版社，1989年8月），頁116-117。
38,ch03,〈「二二八」事變奉命查辦之經過〉，收於《楊亮功先生年譜》，頁340-376。
38,ch04,胡允恭，〈臺灣二二八事件真相〉，頁30。括弧內的文字為原文。
38,ch05,陳翠蓮，〈戰後初期臺灣政治結社與政治生態〉，收於曹永和先生八十壽慶論文集編輯委員會編，《曹永和先生八十壽慶論文集》（臺北：樂學書局，2001年11月），頁326。
39,b001,何義麟認為二二八事件充分顯示當時臺灣人未認清國民政府獨裁體制之本質。參閱本書第5章第2節（頁414）。
39,ch02,《臺灣新生報》，1946年10月27日。
39,ch03,例如指女煙販林江邁被抬進醫院急救以後，「未幾亦死去」，不確，林江邁並未死亡，她在1947年3月8日還以證人身份出席高等法院接受檢察官詢問，見〈臺灣省高等法院及警備總司令部軍法處關於二．二八事件起因調查詢問筆錄〉，收入陳鳴鐘、陳興唐主編，《臺灣光復和光復後五年省情》（中國南京：南京出版社，1989年），頁580-585。
39,ch04,高維民，〈臺灣光復初時的軍紀〉，《中華雜誌》283（1987年2月），頁26。
39,ch05,鍾逸人，《辛酸六十年》上冊（臺北：自由時代出版社，1988年），頁451。
40,b001,針對這個問題，在目前的現實上、實際上，就必須要徹底來思考這個舊模式問題。也就是說，分為以下3個問題來討論：第一點，司法為什麼會依據法律的形式而為判斷？換言之，二二八事件，到底是不是法律的問題，是不是可以透過法律探討真相。而現行刑法法律，是在當時受到政治人物、統治者的政治力量，為了統治者的統治目的，而所做的針對人民之統治工具。也就是因為如此，也就不可能、也並沒有針對於他們而制定拘束限制統治者的法律規定。這就是為什麼大家會想不透，為何在法律上，沒有管束立法委員的條文，其原因乃在於，法律是立法委員所制定的。這也就是，為何法律沒直接管束「政府犯罪」的原因。但是，在法律思考上要有哲學思考，而不是一味地以實證法思考。對於第一點問題引發的問題，為何法律沒有任何辦法來整治「政府犯罪」亂象？令人疑問的是為何要立法者制定出諸多奇怪不合理的法律規定，並且解釋者竟受其所惑。就是第一點所應該討論的重點。第二點，當這第一點成為討論重點，才有可能進入第二階段，來談論有關消滅時效與責任。這責任是指在這事件中有相關法律責任歸屬。法律人或歷史人的重點，其實都是為了判斷是非的問題。最主要的重點，就是在觀念一定要正確，才能夠有辦法幫助刑事司法實務人士能好好做事情，即檢察官、刑事法官能維護人權，這才是重點之所在。第三點，法學教育具有舉足輕重影響：為何以前大部份的法律人會覺得研究二二八事件，就如大家所俗稱的「頭殼壞去、頭腦壞了！」，覺得這素材是沒有什麼好研究的。其中原因不乏是因為研究別的議題就更加容易賺錢，但是研究這個議題不只是沒有任何的利益，反而還會惹出麻煩、惹禍上身，就此麻煩沒完沒了，「何必要研究這議題？」，法律人欠缺人性尊重，而改研究別的議題，不碰觸這個議題，認為沒必要性。這就是探討的重點，即「人權」就是「重點中之重點」，卻不在臺灣的司法教育有生根的好地方。當我們的國家法律制度，對抗經濟犯罪，就有非常多的人力投入；但是面對於追查「大屠殺」案件，則卻並沒有設立任何的專責追查機構。所以，我們國家的司法改革，在實際上並沒有找到「改革重點」。有人認為，我們國家的司法改革，只是在改革他的薪水、待遇、工作量，亦即其實只是在改革案件數量。所以，這是多麼令人痛心的一件事。就以上情形來講，以上所指的那些法律人，其實是最不夠格當「人」的人，但無奈的是，他們是法律人。但原本法律人不就是要求為維持正義、辨明對錯、釐清是非，將這些作為是正義、準則的事情來做嗎？可是，事實上卻不全然如此，其仍有所不知與顧慮。法律人原本學法的目的，所要追求的就是「正義」，而完全不是像目前這樣有些人只是在追求「利害」。但是，這些追求正義的法律人好像沒有展現他們的工作。而討論這個二二八事件，必須要採用什麼樣的方法，且要怎麼樣地作為，才能使刑事司法，從僵化之「工具化的表示與角度」跳脫思考的迷思，而搖身一變，轉變成為「司法的獨立」。就這點，跟其所抱持的人權觀念有所關係。重點就是說法律人的思考，跟過去在部隊、或在軍營裡的思考似乎仍是一樣，沒有任何的改變。這就是我們的司法，有些人似乎只是汲汲營營於追求升官，而沒有真正地在做事情。對於正義的理念，似乎不列為刑事司法理念的重點。此外，對於人權欠缺認知，「搞不清楚」刑事法規範中的「政府犯罪」這概念，所謂「搞不清楚」，就是指，其實這個法律，就是統治者所設定的，是為了來制伏「被統治者」所設定的「工具」。但是，對統治者的犯罪行為，也就是「政府犯罪」，因為臺灣的刑事實務者根本沒這個觀念，因而無法對抗「統治者的犯罪行為」。所以，有關追訴權時效的錯誤認知，才比比皆是。
40,ch02,"Kerr,George H.,Formosa betrayed, New York：Da Capo Press, 1976, c1965, pp.233-234."
40,ch03,例如指3月6日改組後的處理委員會「那些士紳要乘機利用這次事件作為獵官的進身之階」，所以才向陳儀提出了苛刻的42條處理大綱云云。
40,ch04,閩臺通訊社編，〈臺灣政治現狀報告書〉，收入《二二八真相》（臺北：出版資料不詳），頁6-7。
40,ch05,孫萬國，〈半山與二二八初探〉，收於張炎憲、陳美蓉、楊雅慧編，《二二八事件研究論文集》（臺北：吳三連臺灣史料基金會，1998年），頁246。
41,b001,對於臺灣的法官之養成，一方面如何在「人權理念」上能夠啟蒙，以達到「司法的民主化」；而在另一方面，如何能夠在認定犯罪上依證據法則，重要的是要將證據法則的思維方法與邏輯法則相結合，即認證據能力是待證事項的「必要條件」，證明力是待證事項的「充分條件」，以達到「司法的理性化」。針對司法的民主化、理性化，才是臺灣刑事司法養成的重點工作。而臺灣刑事司法長年的積病、詬病，在於欠缺人權理念，只懂隨波逐流，例如司法對於「罪疑唯有利於被告原則」（in dubio pro reo）不理睬，而臺灣司法界對於死刑與無罪，不努力探討，而採用「判案慣例」是「死刑」加「無罪」，除以2，即「無期徒刑」。臺灣司法對於科學鑑定也不重視，對於臺灣刑事司法的狀態與批判，詳請參見陳水扁、曾繁蓉：《穿過生死線》，（1995），頁167，209-211。
41,ch02,諸如《人民導報》所言：「（前略）今日的臺灣已是如何的臺灣呢？不但街上看見了乞丐，而且劫案疊出」。1946年11月，臺北縣長陸桂祥於長官公署紀念週會提到：「數月來，臺北縣發現自殺案件計三十七件，均係貧苦失業的原因」，《人民導報》社論〈論本省的失業問題〉，1946年11月21日；又如《民報》報導云：「高雄市某君為救濟家族生活困難，冒險欲盜取水泥公司變壓器時，不幸因高壓線感電，嗚呼喪命」《民報》466號晚刊，1946年9月20日。另外參考唐賢龍，〈臺灣事變內幕記〉，鄧孔昭主編，《二二八事件資料集》，頁31-32。
41,ch03,〈附：調查「二二八」事件報告〉，收入蔣永敬等，《楊亮功先生年譜》，頁377-408。
41,ch04,戴國煇，《愛憎二．二八》，頁180-182。
41,ch05,孫萬國，〈半山與二二八初探〉《二二八事件研究論文集》，頁246。
42,b001,"Vgl.Paul,Gregor:a.a.O., S.100 ff."
42,ch02,吳濁流，《無花果》（臺北：前衛出版社，1988年），頁160。
42,ch03,監察院實錄編輯委員會，《國民政府監察院實錄》（第十冊）（臺北：監察院秘書處，1984年），頁1-25。
42,ch04,楊肇嘉，《楊肇嘉回憶錄（二）》（臺北：三民書局，1968年12月），頁354。
42,ch05,中央研究院近代史研究所，《二二八事件資料選輯》（一）（臺北：中央研究院近代史研究所，1992年），頁71、131；又見林德龍，《二二八官方機密史料》，（臺北：自立晚報社，1992年），頁105。
43,b001,"對於「人性尊嚴的不可侵犯性之規範」（Norm der Unantastbarkeit menschlicher Würde），在德國基本法已著有明文，而此規範並不待明文規定，而應是用於全世界的所有人類，亞洲的人民之人性尊嚴的不可侵犯性，在當代已不容再主張「人權」是西方的產物，只有歐洲人適用人權。因為前述主張不只在學理上，甚至在歷史上是錯誤的，因為「規範的適用性」（die Gültigkeit einer Norm）並不限於其肇始者才有適用，對於一般人亦得適用。Vgl.Paul: a.a.O., S.104."
43,ch02,高維民口述、福蜀壽紀錄，〈臺灣光復初時的軍紀〉，《中華雜誌》283期（1987年2月），頁26。
43,ch03,引自〈「二二八」事變奉命查辦之經過〉，頁366。
43,ch04,楊肇嘉，《楊肇嘉回憶錄（二）》，頁355。
43,ch05,鍾逸人，《辛酸六十年》上冊，頁482；鄭喜夫，《連故資政震東年譜初稿》（臺中：臺灣文獻委員會，1989年），頁114。
44,b001,"當前強權的發展，縱然表面上是打著「非帝國主義」，但是實際上卻是「帝國主義」的擴展，而借著經濟與文化的「全球化」，建立起「全球式的主宰秩序」（die globale Herrschaftsordnung），而所行的是「超級強國的法律」（mit ihrem supranationalen Recht）（注意:不是國際的法律），這是含有其他被宰制人民的血、淚，這裡所提到的只是侵略、殖民、奴役及種族屠殺的內含。Vgl.Klenner:〈Bacons《Empire》, die Wissenschaften und das Völkerecht〉, in: Albrecht/Goldschmidt/Stuby（Hrsg.）:《Die Welt zwischen Recht und Gewalt》,（2003）, S.208f."
44,ch02,《民報》，1946年1月10日，第2版。
44,ch03,〈蔣主席致陳儀3月元電〉，中央研究院近代史研究所編，《二二八事件資料選輯（二）》（臺北：中研院近史所，1992年），頁163。
44,ch04,周一鶚，〈陳儀在臺灣〉，收入李敖編著，《二二八研究三集》，頁115。佚名，〈陳公洽與臺灣〉，收入李敖編著，《二二八研究三集》，頁207。
44,ch05,臺灣省文獻會，《二二八事件文獻續錄》，頁714。
45,b001,"對於「過去的檢討」與「民主的承諾」之關聯性，乃是步入民主必經途徑。而從「真相之要求」（Vom dem Verlangen nach Wahrheit），透過「正義的要求」（über das Verlangen nach Gerechtigkeit）。即「人權侵害」的過去，係為了產生一個「新的民主」。Vgl.Maihold:〈Vergangenheitsbewältigung, Recht und Demokratie in Lateinamerika〉, in: Klein/Menke（Hrsg.）: 《Menschheit und Menschenrechte》,（2002）, S.254."
45,ch02,《民報》，1946年3月17日，第2版。
45,ch03,整理自丘念台先生記事年表。丘念台，《嶺海微飆》（臺北：海峽學術出版社，2002年），頁389-399。
45,ch04,佚名，〈陳公洽與臺灣〉，收入李敖編著，《二二八研究三集》，頁206。
45,ch05,林木順，《臺灣二月革命》，頁39-40；林德龍，《二二八官方機密史料》，頁143。
46,b001,在1947年當時以武力的屠殺行為，所涉及的係揚棄「法律」，而以「武力」的行為，也就是這個世界係介乎「法律」與「武力」之間（Die Welt zwischen Recht und Gewalt），但臺灣的執政黨，已經不再是1947年的國民黨，而是民進黨，則對於二二八的屠殺行為的「法律檢討」，更具有其意義。
46,ch02,《民報》，1946年10月至1947年2月。
46,ch03,〈丘念台關於處理「二．二八」事件善後致于右任電〉，陳興唐主編，《臺灣「二．二八」事件檔案史料（下卷）》，頁760。
46,ch04,潘志奇，《光復初期臺灣通貨膨脹的分析》（臺北：聯經出版社，1985年7月），頁25。
46,ch05,鍾逸人，《辛酸六十年》上冊，頁539。
47,b001,"所謂「人權」，乃係「人民抵抗（政府）權利的集合」（Die Summe der Abwehrrecht gegenüber staatlichen Eingriffe），Vgl.Hassmer:〈Die Funktionstüchtigkeit der strafrechtspflege-ein neuer Rechtsbegriff〉in: StV, （1982）, S.275."
47,ch02,臺灣省政府統計處，《中華民國三十五年度臺灣省行政紀要－國民政府年鑑臺灣省行政部份》（臺北：臺灣省政府統計處，1947年10月1日），頁209。
47,ch03,《嶺海微飆》，頁277。
47,ch04,臺灣省接收委員會日產處理委員會，《臺灣省接收委員會日產處理委員會結束總報告》（臺北：臺灣省日產處理委員會，1947年6月），頁19。
47,ch05,莊嘉農（蘇新），《憤怒的臺灣》（臺北：時報文化出版公司，1993年），頁125。
48,b001,"「人權的建立」，在於「啟蒙的知識」（das Wissen der Aufklärung），也就是「人權」，在於「從強權解放」（Emanzipation des Menschen von Gewalten），而所謂的「強權」，諸如國家（Staat等）。Vgl.Lath:〈Menschenrechte, Vernunft, Erziehung und eine postmoderne Kritik Konzepte der deutschen und der französischen Revolution〉, in:Lath/Jedan（Hrsg.）:《The Enlightenment Idea of Human Rights in Philosophy and Education and Postmodern Criticism》,（2002）, P.48."
48,ch02,《民報》，1945年10月至1947年2月。
48,ch03,〈丘念台關於妥處「二．二八」事件善後事宜之報告、建議書及意見書〉，陳興唐主編，《臺灣「二．二八」事件檔案史料（下卷）》，頁801-809。
48,ch04,蘇新，《憤怒的臺灣》（臺北：時報文化出版公司，1993年），頁107。
48,ch05,〈蔣渭川政壇回憶錄〉，收錄於陳芳明編《蔣渭川和他的時代》，頁268-269。
49,b001,"臺灣的「刑事司法」，長年來被教育成為「法匠」，只能稟從「政府既定的意旨」，而在「思維模式」上並無法獨立，即對於犯罪的概念只能從「人民犯罪」的角度觀察，而將人民的犯罪當成是刑事不法的全部，殊不知尚有所謂的「國家的不法」（staatliches Unrecht），即「在獨裁與極權體系下國家恐怖暴力」（staatlicher Terror in Diktaturen und totälitaren System），也就是「權力者的犯罪」（Kriminalität der Mächtigen），這種犯罪已被德國法蘭克福大學學者Jäger教授在1988年他的著作中標示為「鉅大犯罪」（Makrokriminalitat）。Vgl.Manske:《Verbrechen gegen die Menschlichkeit als Verbrechen an der Menschheit》, （2003）, S.309f."
49,ch02,楊逸舟著、張良澤譯，《二二八民變》（臺北：前衛出版社，1991年7月），頁62。
49,ch03_0001,詳見程思遠，《白崇禧傳》（香港：南粵出版社，1989年，授權臺北市曉園出版社發行），序。
49,ch04,何漢文，〈臺灣二二八起義見聞紀略〉，收入李敖編著，《二二八研究》（臺北：李敖出版社，1989年2月），頁117。
49,ch05,孫萬國，〈半山與二二八初探〉，《二二八事件研究論文集》。
50,ch02,如1946年10月16日《民報》社論〈治安問題嚴重極了〉，同年10月28日社論〈要預防年底的危機〉等；1947年2月21日天津《大公報》社論〈請愛護臺灣這片乾淨土〉；此外，在大陸的臺人團體、如閩臺建設協進會上海分會、臺灣重建協會上海分會、福建旅滬同鄉會等均曾分別向國府高層反應。
50,ch03_0001,文思主編，《我所知道的白崇禧》（中國北京：中國文史出版社，2003年），何作柏口述，頁133-136；程思遠口述，頁153-156。
50,ch04,梁辛仁，〈我們對不起臺灣〉，《新聞天地》22（1947年4月），頁1-2。
50,ch05,吳濁流，《臺灣連翹》，頁195。
51,ch02,韓石泉，《六十回憶》，頁68。
51,ch03_0001,同上註，頁153。
51,ch04,臺灣省接收委員會日產處理委員會，《臺灣省接收委員會日產處理委員會結束總報告》，頁14。
51,ch05,柯遠芬，〈事變十日記〉，載臺灣新生報社編，《衝越驚濤的年代》，（1990，臺北），頁196-197。
52,ch02,見李碧鏘口述，臺灣省文獻委員會編印，《二二八事件文獻輯錄》（南投：臺灣省文獻委員會，1991年11月），頁39。
52,ch03_0001,陳三井，〈白崇禧與二二八事件〉，《中華民國史專題第一屆討論會論文集》（臺北：國史館，1992年12月），頁825-844。
52,ch04,George H.Kerr著、陳榮成譯，《被出賣的臺灣》（臺北：前衛出版社，1991年），頁139。
52,ch05,〈范誦堯先生口述紀錄〉，載臺灣省文獻委員會編印，《二二八事件文獻補錄》（南投：臺灣省文獻委員會，1994年），頁117。
53,ch02,此為長官公署教育處官員潘鼎元的評語，見江慕雲，《為臺灣說話》（中國上海：二五記者聯誼會，1948年），頁166。
53,ch03_0001,葉榮鐘，〈臺灣省光復前後的回憶〉，收入氏著，《臺灣人物群像》（臺北：時報文化出版公司，1995年），頁400-434。
53,ch04,臺灣銀行經濟研究室編，〈臺灣光復後之經濟日誌〉，《臺灣銀行季刊》1：1（1947年6月），頁240-241。臺灣銀行經濟研究室編，〈臺灣經濟日誌〉，《臺灣銀行季刊》1：2（1947年9月），頁144-146。
53,ch05,李翼中，《帽簷述事》，載中央研究院近代史研究所編印，《二二八事件資料選輯》（臺北：中研院近代史研究所，1992年），頁388。
54,ch02,此為前基隆市長石延漢的評語，見江慕雲，《為臺灣說話》，頁166。
54,ch03_0001,葉榮鐘，〈白部長的印象〉，《臺灣人物群像》，頁327-328。
54,ch04,何漢文，〈臺灣二二八起義見聞紀略〉，頁112-113。
54,ch05,吳濁流，《臺灣連翹》，頁187。
55,ch02,江慕雲，《為臺灣說話》，頁164。
55,ch03_0001,〈陳儀呈蔣主席三月六日函〉，中央研究院近代史研究所編，《二二八事件資料選輯（二）》，頁71-80。
55,ch04,〈臺灣標售日產問題嚴重，租用人發傳單堅表反對〉，上海《大公報》，1947年3月3日。收入陳興唐主編，《臺灣「二．二八」事件檔案史料（上卷）》（臺北：人間出版社，1992年），頁108。
55,ch05,林木順，《臺灣二月革命》頁27-28、31；莊嘉農（蘇新），《憤怒的臺灣》頁147。
56,ch02,行政院研究「二二八事件」小組，《「二二八事件」研究報告》，頁11。
56,ch03_0001,〈王寵惠呈蔣委員長三月八日呈〉，《二二八事件資料選輯（二）》，頁100。
56,ch04,〈臺灣標售日產問題嚴重，租用人發傳單堅表反對〉，頁108-109。唐賢龍，〈臺灣事變的原因〉，收入鄧孔昭編，《二二八事件資料集》（臺北：稻鄉出版社，1991年2月），頁36-37。
56,ch05,楊逸舟原著，張良澤譯，《二二八民變》，頁92-93。
57,ch02,「五天五地」流行語，即日本投降前因為盟軍的轟炸，所以「驚天動地」；日本投降後聽到臺灣光復，所以「歡天喜地」；接收人員到臺灣以後原性不改，所以「花天酒地」；重用日官輕視臺胞，政治混亂，所以「黑天暗地」；工廠關門，交通阻塞，物價飛漲，所以「呼天喚地」。閩臺通訊社編，《臺灣政治現狀報告書》（1947年），頁2；又參考行政院研究「二二八事件」小組，《「二二八事件」研究報告》，頁20。
57,ch03_0001,〈白崇禧呈蔣主席三月十二日呈〉及附件，《二二八事件資料選輯（二）》，頁148-155。
57,ch04,〈桂永清呈蔣主席3月5日簽呈〉，〈大溪檔案〉，收入中央研究院近代史研究所編，《二二八事件資料選輯（二）》（臺北：中央研究院近代史研究所，1992年），（以下簡稱大溪檔案），頁65-67。
57,ch05,行政院研究二二八事件小組，《二二八事件研究報告》，頁63。
58,ch02_0001,〈臺灣省高等法院及警備總司令部軍法處關於“二二八”事件起因調查訊問筆錄〉中有關鍾延洲和葉得根訊問事件經過之紀錄，載於陳鳴鐘、陳興唐主編，《臺灣光復和光復五年省情（下）》（中國南京：南京出版社，1989年12月），頁572-580。
58,ch03_0001,〈陳儀呈蔣主席三月文電〉，《二二八事件資料選輯（二）》，頁159。
58,ch04,〈王寵惠呈蔣委員長3月8日呈報告—國防最高委員會第二二四次常會關於臺灣事變問題決議三項〉，〈大溪檔案〉，頁102。
58,ch05,〈范誦堯先生口述紀錄〉，《二二八事件文獻補錄》，頁117。
59,ch02_0001,參見林婦家屬向行政院財團法人二二八事件紀念基金會受難事實資料，申請日期：2001年9月11日，編號：2271。該申請資料收錄於二二八基金會所收藏之二二八受難事實資料庫。
59,ch03_0001,〈白崇禧呈蔣主席三月十三日呈〉，《二二八事件資料選輯（二）》，頁160-162。
59,ch04,臺灣省行政長官公署宣傳委員會編，《外國記者團眼中之臺灣》（臺北：宣傳委員會圖書發行所，1946年10月），頁70。
59,ch05,〈柯遠芬先生口述記錄〉，載臺灣省文獻委員會編印，《二二八事件文獻補錄》，頁133-334。
60,ch02_0001,關於查緝人員擊傷林婦一事，官方記載與民間說法有所不同，詳見行政院研究「二二八事件」小組，《「二二八事件」研究報告》，頁49-50；另外，陳翠蓮所著的《派系鬥爭與權謀政治：二二八悲劇的另一面相》（臺北：時報出版公司，1995年），頁138-139，亦詳細列舉官方與民間之不同處。大致而言，官方記載有二種說法，一為林婦為亂石擊中，如國防部史政局所編的《臺灣二二八事變記言》、查緝人員葉得根與鍾延洲的口供；另一為林婦與查緝人員爭執互毆而受傷，此說以長官公署新聞室所編《臺灣暴動事件紀實》為主。民間的說法皆稱是查緝人員以槍管或槍托擊傷林婦，參見《臺灣新生報》，1947年2月28日、林木順《臺灣二月革命》（臺北：前衛出版社，1990年）、唐賢龍〈臺灣事變內幕記〉，鄧孔昭主編《二二八事件資料集》。惟事後臺北地方法院判決此案，証實林婦係遭查緝員葉得根以手槍擊傷，詳見〈緝煙血案被告傅學通等判決書〉，收錄於陳芳明編，《臺灣戰後史資料選》（臺北：二二八和平日促進會，1991年3月），頁229。
60,ch03_0001,〈國防部佈告〉，《二二八事件資料選輯（二）》，頁185-189。
60,ch04,臺灣省文獻委員會編印，《臺灣省通志卷首下大事記》（南投：臺灣省文獻委員會，1970年），頁163。
60,ch05,臺灣省警備總司令部檔案，綏靖執行及處理報告（一），頁69-70。
61,ch02_0001,查緝員傅學通開槍的原因及經過，官方與民間的說法也有不同，從槍枝走火、示威警告、掙脫自衛、對空鳴槍、舉槍亂射到向群眾射擊皆有。參見陳翠蓮，《派系鬥爭與權謀政治：二二八悲劇的另一面相》，頁139。然臺北地方法院之判決，則為傅員為了「排〔擺〕脫拉抱，卻止追者」而開槍。見〈緝煙血案被告傅學通等判決書〉，收錄於陳芳明編，《臺灣戰後史資料選》，頁230-231。
61,ch03_0001,〈陳儀呈蔣主席三月篠電〉，《二二八事件資料選輯（二）》，頁193。
