ref_id,source_file,text
321,ch02_03,嘉義高山部隊何時上山，何時下山？一直未能考證出其正確日期。依據武義德、汪成源兩人的報導，下山即刻往攻紅毛埤，國軍乃告撤退，事在三月七日，因此推測六日下山的可能性較大。至於何時回山上，則推測在九日以後。在八(2)，17-1，頁一一五的照片中，有由嘉義處委會作戰本部發給高山部隊「足袋」二十雙的字條；由湯守仁簽收於十日的收據，但高山部隊應不遲於十日，回到山上。請參見許雪姬，民八十年七月六日，訪武義德，於武宅；許雪姬，民八十年七月七日，訪汪成源，於汪宅；許雪姬，民八十年七月七日，訪陳庄次，於陳宅。
322,ch02_03,同316，頁一四，該日因無飛機輸送，援軍到機場的只有一排。先頭部隊的到來，使機場之態度更為強硬。
323,ch02_03,林文樹後來在太太營救之下，以錢買命而獲釋。許雪姬、楊麗祝，民八十年七月四日、九日，訪林山生，於林宅。
324,ch02_03,江淑玲，民八十年七月四日，訪陳玉樹，於陳宅。陳玉樹為當時嘉義市政府職員。
325,ch02_03,同317，頁一四；《中華日報》，民卅六年三月十三日。
326,ch02_03,項克恭，〈高雄要塞第三總台處理台南市變亂經過報告書〉，收入八(2)，17-1，台灣省二二八事件經過，頁八五～八六。
327,ch02_03,參加者有高雄團管區司令部參謀主任李蘊石，空軍第二十五地勤中隊中隊長陳金水，二十一師獨立團張連長則之，台南市警察局局長陳懷讓。見同前註。
328,ch02_03,同前註，頁八七。計憲兵營官兵六十，輕武器四十餘枝；二十一師獨立團第一連官兵一百六十名，有輕機槍十四挺，步槍七十枝，迫擊砲兩門，但分散各地駐防；警員二百名，高雄團管區官兵三十名，沒有武器；空軍第二十五地勤中隊官兵四十名，但台籍佔五分之四；其餘有輜汽二十一團第七連之一汽車排，監護營第七連之少數倉庫監護兵，不能抽調。
329,ch02_03,十六，4193-12，台灣莊金壽因內亂涉訟案，上訴理由書。
330,ch02_03,卓高煊，〈台灣省二、二八事變波及本市情形報告書〉，收入八(2)，17-1，頁一三○。
331,ch02_03,同上，頁一三一。
332,ch02_03,同前註，原欲成立治安維持會，市長認為不妥乃改名。
333,ch02_03,十六，4193-16，台灣莊茂林因內亂涉訟案，上訴理由書。
334,ch02_03,同331。
335,ch02_03,同326，頁八八。
336,ch02_03,"王石安簽呈范處長，民卅六年三月廿一日，UXQ, 36, 03, 000，石萬壽先生提供。"
337,ch02_03,同331，頁一三二。
338,ch02_03,先是在五時，參議會眾人至憲兵營提出軍隊不得武裝巡行市區，以免刺激人心；發給槍械，市區秩序由學生維持等條件，市長拒絕。五時再提出七項，其內容和市長的答覆如下：(一)軍憲警不開槍不出動不示威（原則可以，但軍警駐地附近在正常秩序未恢復以前，不得接近營地）；(二)專賣、貿易兩局取消（轉呈上峰核奪）；(三)能力薄弱公務員即時辭職（可接受）；(四)糧食問題切實負責辦理（當然）；(一)立即實行縣市長民選（請示中央）；(六)省署各處長及各級主管人員須起用本省人（轉請上峰核奪）；(七)各工廠應由本省人負責辦理（有優秀合格人員當然儘量向工礦處推薦）。市長另有：過去行動除武裝財物追還外，其他行動既往不咎，但自宣布之日起，如再有越軌行動，定當依法嚴辦。見項克恭，前引報告書，頁八九。此七項要求的內容與韓石泉《六十回憶》一書所載文字略有差異。在凝聚這七項要求時，也有激進人士提出下列要點：(一)全市學生為戰鬥第一大隊；(二)「南方同志會」為戰鬥第二大隊；(三)市民為戰鬥第三大隊。區長（鎮長）任中隊長，里長（保長）任分隊長，鄰長（甲長）任小隊長；(四)設立海陸空軍總司令部；(五)徹底響應二二八事件，直到國軍放下武器無條件投降為止；(六)武裝起來，徹底與豬標作戰到底；(七)要求即時民選縣市長；(八)如有阿山人匿居者，立刻交給學生軍，同時實行按戶搜查。見洪鵬萬，〈台南暴行錄〉，收入《台灣二二八事件親歷記》，頁一六八。
339,ch02_03,十六，4193-3，台灣廖心水因內亂涉訟案，上訴理由書。
340,ch02_03,同338。
341,ch02_03,許雪姬，民八十年九月三日，訪鄧凱雄先生，於黃宅。
342,ch02_03,卓高煊，前引報告書，頁一三二。
343,ch02_03,有關湯德章在二二八事件中的行為，此是官方唯一的記錄，據市參議員蔡丁贊言，未成立處委會台南分會時，湯因瘧疾臥病在家，直到六日才正式出面。許雪姬，民八十年六月四日，訪蔡丁贊先生，於蔡宅。另見中研院近史所發行《口述歷史》第三期，頁一四○；故官方之記載，尚需經考證。據台南市長卓高煊〈台南市二二八事變波及本市情報告書〉中載：「警察局局長陳懷讓被湯德章等率領學生約二百餘人圍困辦公室，電話亦行監視，同時要發給武器，供給火食，蠻橫無理，彼等交談概用日語，陳局長知機，推故離開，該批學生及暴徒將警察保安隊武器彈藥悉數接收劫奪，倉庫所有械彈被服布疋亦被洗劫。」見八(2)，17-1，頁一三二。
344,ch02_03,同329。
345,ch02_03,項克恭，頁九○；卓高煊，頁一三三。九項辦法：(一)軍隊返原地。(二)不增加兵力（請示高雄司令部）。(三)下午三時憲警參議會開始維持秩序。(四)外省人生命財產由市民共同保障，互相尊重，嗣後再發生毆打外省人情事，軍憲警將採斷然處置，並予以支持。(五)學生將先取槍枝、財務交付較親近之師長，彙送參議會轉送警察局，並向市民宣傳，市民藏槍應即送繳，否則以後查出，以意圖暴動，私存軍火，從嚴處辦。(六)今後不得有越軌行為，既往不咎。(七)失業及糧食問題，市府應謀有效解決。(八)由學校通知家長會，約束學生勿受離間與挑撥，致有軌外行為並責成校長負責，將在外學生帶回，嗣後如搗亂，學生除受軍法處置外，校長應連帶負責，各區長區民代表，各黨團基層負責人、里長、家長共同對本區青年學生作有效之制止。(九)昨日議案本日下午三時施行，今後如有變故，應由肇事者負責。
346,ch02_03,項克恭，頁九一。
347,ch02_03,同333
348,ch02_03,卓高煊，頁一三三。
349,ch02_03,許雪姬，民八十年六月十日，訪蔡丁贊，於蔡宅。
350,ch02_03,項克恭，頁一三四；至於標語的內容請參見鄧孔昭(Ａ)，下冊，頁五二；許雪姬，民八十年六月廿六日，訪葉石濤先生，於葉宅。
351,ch02_03,項克恭，頁九二。
352,ch02_03,同上。
353,ch02_03,《中央日報》，民卅六年三月八日。
354,ch02_03,《戡亂時期重要文件分案輯編：（第三十八冊）政治——台灣二二八事件》(下)，頁二三六；台南市長之選舉依長官公署之命令行之，而民政處長謝東閔到台南時亦催促辦理市長選舉，但事後參加選舉的部分人士，如郭天福卻被判刑。見十六，4193-33，台灣郭天福因內亂涉訟案，上訴理由書。
355,ch02_03,共有十區，設九個區署，即斗六、虎尾、東石、嘉義、北港、新化、曾文、北門、新豐。斗六、虎尾、北港屬今雲林縣，在第二節中部地區已有敘述；而嘉義亦有專節討論，故本處的台南縣專指新營、東石、新化、曾文、北門、新豐等處。
356,ch02_03,袁國欽是個具有兩面評價的人，葉都等人認為他在縣政府安插私人，並在事變發生後離新營而去，實在有虧職守，時任新營鎮長沈瓊南（後改名沈義人）也有相同的看法。另方面也有人稱他和善，是有人格的人，和他接觸過的鍾逸人即曾因見和善的袁國欽，而改變其對外省人的刻板印象。許雪姬，民八十年九月十八日，訪葉都，於葉宅；許雪姬，民八十年八月十九日，訪沈義人，於沈宅；許雪姬，民八十年八月十九日，訪鍾逸人，於台中某西餐廳。
357,ch02_03,台南縣政府，〈二、二八事件在本縣暴亂經過及處理情形報告〉，民卅六年三月，收入八(2)，17-2，台灣省二二八事件經過，頁五四～五六。
358,ch02_03,許雪姬，民八十年八月廿三日，訪沈乃霖，於葉宅。
359,ch02_03,葉都先生訪問記錄。
360,ch02_03,李宣鋒、高菊花女士、高英洋先生口述，收入《二二八事件文獻輯錄》，頁四二一；林敬仰，〈台南二二八事件見聞〉，《長泰文史資料》，第五期，一九八二年，頁一九～二六。
361,ch02_03,沈義人先生訪問記錄。
362,ch02_03,見台灣高等法院第一分院檢查官起訴被告沈瓊南書，民卅六年八月十九日。
363,ch02_03,〈台南縣各區二二八事變在逃首謀主犯調查表〉，台灣省警備總司令部檔案：案犯處理(二)，頁七。
364,ch02_03,同362，這批人是乘坐台南貨物汽車公司的卡車，由司機吳丁來駕駛前往嘉義。文中所謂福州人，是日據時期來台的福州人，稱在台華僑。
365,ch02_03,沈義人先生訪問記錄。
366,ch02_03,彭孟緝，《台灣省「二二八」事件回憶錄》，頁二九。
367,ch02_03,同357。
368,ch02_03,許雪姬，民八十年十月十七日，訪許文英，於中研院近史所。
369,ch02_03,十六，4193-17，台灣李新別因內亂涉訟案，上訴理由書。
370,ch02_03,顏德國訪問記錄，台灣省文獻委員會。
371,ch02_03,《中華日報》，民卅六年三月廿一日，第二版。
372,ch02_03,台南縣政府，前引報告，頁五九；據吳新榮的記載則係他在被壓迫下幫這批人開武器庫。
373,ch02_03,"吳新榮，《吳新榮回憶錄》,台北：前衛出版社，一九八九年，頁二一四～二一七。"
374,ch02_03,十六，4193-10，26、35、40，台灣蔡源吉、林金水、賴來旺、吳寅時內亂涉訟案，各人的上訴理由書。
375,ch02_03,台灣省行政長官公署農林處，《二二八事變案》，民卅六年三月三日～四月廿三日，228-C，1-(2)，頁二三一～二三五。事後牧場仍有私刑、拷打工人，並意圖威脅外省職員，使之無法安心工作，乃由方場長向上司報告，並於四月八日由新化區王區長、新化區警察所王所長和台南綏靖司令官林指導官接洽，派二十一師一連軍兵二十一人到新化，將上述七人逮捕。
376,ch02_03,同357。
377,ch02_03,葉石濤先生訪問記錄。
378,ch02_03,八(2)，17-1，頁一四六，台灣省二二八事變經過，黃仲圖，〈高雄市二二八事變報告書〉。
379,ch02_03,彭孟緝，頁一三～一四。
380,ch02_03,同378。
381,ch02_03,許雪姬，民八十年六月廿五日，訪蔡景軾，於蔡宅。
382,ch02_03,黃順興，《走不完的路》，台北：自立晚報社文化出版部，民七八年，頁六七。
383,ch02_03,何聘儒，〈蔣軍鎮壓台灣人民起義紀實〉，收入台灣民主自治同盟編，《歷史的見證》，北京：台盟，一九八七年，頁一三七。
384,ch02_03,彭孟緝，頁一七。
385,ch02_03,"楊亮功、何漢文,〈關於台灣二二八事件調查報告及善後辦法建議案〉，收入陳鳴鐘、陳興唐主編《台灣光復和光復後五年省情》，頁六三二。"
386,ch02_03,座車被焚燬在新高雄酒家前，即在今七賢路和榮華街交會處。
387,ch02_03,同385
388,ch02_03,許雪姬，民八一年五月十三日，訪何聰明，於台北市復興北路。
389,ch02_03,許雪姬，民八一年六月十日，訪許成章，於中研院近史所2211室。
390,ch02_03,不著撰人，《二二八事變之平亂》，鉛印本，頁一四～一五。
391,ch02_03,《二二八事變之平亂》，頁一四。據事後獲得的「高雄學生聯合軍本部印」及相關的文件，有其組織、番號，（實力：學生軍二千名、民眾軍二千名，共二千名；武器：機槍十六挺、步槍二百十六枝、彈藥數千發），三三暴動計劃、傳單，但是自起事的三月三日到三月六日，前後只有五天，能否如文件中嚴密的編組，令人懷疑。見八(2)，17-1，頁一六○～一六三，〈抄呈鹵獲奸暴文件之一部分〉（在暴徒大本營高雄省立第一中學搜得）。
392,ch02_03,彭孟緝，頁一八。
393,ch02_03,同390。
394,ch02_03,台灣省警備總司令檔案：綏靖執行及處理報告(一)，頁四九。
395,ch02_03,彭孟緝，頁二○。
396,ch02_03,許雪姬，民八一年四月六日，訪王作金，於台北獅子林十樓。據當時任二十一師獨立團第七連上尉連長的王作金稱，一○五後方醫院有步槍十多枝，而守在醫院的部隊，有四挺機槍，五、六枝衝鋒槍，約四十多枝步槍及子彈，還有醫院倉庫中的被服庫、糧秣庫，物資相當多，這些都是日本人準備運到南方戰場去的。光復後仍放在醫院中。
397,ch02_03,王作金先生訪問記錄。
398,ch02_03,黃仲圖，前引報告書，頁一四七。
399,ch02_03,許雪姬、方惠芳，民八一年七月廿四日，訪王瑞成，於王宅；許雪姬、方惠芳，民八一年五月廿一日，訪呂朱月霞，於呂宅。
400,ch02_03,同398。
401,ch02_03,《二二八事變之平亂》，頁一五。
402,ch02_03,蔡景軾先生訪問記錄；朱浤源，民八十年五月卅一日，訪林茂松，於林宅；許雪姬、方惠芳，民八十年六月廿九日，訪李佛續，於李宅。
403,ch02_03,李佛續先生訪問記錄；許雪姬、方惠芳，民八十年五月廿四日，訪黃海波，於黃宅；許雪姬、方惠芳，民八一年五月十九日，訪駱震郎，於高雄醫學院。
404,ch02_03,台灣省警備總司令部檔案：政府處理態度，頁五七～五八；綏靖執行及處理報告(一)，〈海軍第三基地司令部處理台灣事變經過詳情報告書〉，頁二九～三○。當時左營與高雄間應付方針之第二條就是「注重民變以圖政治解決」。
405,ch02_03,高雄市第一任市長連謀以貪污去職，由黃仲圖繼任，比起連謀，黃大量起用本省籍人士（前任則任用同鄉的惠安人），且辦事方法也得到不少人的擁戴。見蔡景軾先生訪問記錄。由於深得民心，因此在某一程度上減少一時蜂起的民眾攻擊市政府。
406,ch02_03,彭孟緝，前引書。另據章次江先生訪問記錄，台灣省文獻委員會編，《二二八事件文獻輯錄》，他說談判是在晚上，因雙方未連絡好，衛兵曾開槍打傷一人，代表們也被嚇跑，不知是否為同一次，因為在時間上和彭孟緝的回憶錄相差太久，一個說是下午二時，一說是晚上。
407,ch02_03,黃仲圖，前引報告，頁一四七。但據李佛續及當時在市府的郭萬枝參議員，當時市長要上山，涂光明也表明要一起上山談判。但並未言及持械逼迫市長同行一事，見李佛續、郭萬枝兩人之訪問記錄。
408,ch02_03,許雪姬、方惠芳，民八十年五月廿二日，訪謝有用，於謝宅。
409,ch02_03,彭孟緝，頁二二。
410,ch02_03,彭孟緝，頁二三及《二二八事變之平亂》。有關涂光明是否行刺彭孟緝一事，彭孟緝言之鑿鑿並說行刺他的手槍到現在還保留，並有照片為證。《二二八事變之平亂》所載與彭自書的回憶錄有所不同，《二二八之平亂》說涂曾先發一槍中口（桌？）角，才被搶下；而彭孟緝回憶錄則言涂光明是日據時代放逐廈門有名的浪人頭子，據說手槍射擊技術是指雀打雀、指雞打雞的，若如此不可能一發不中。若據李佛續的回憶則又有不同的說法。他說到要塞坐定後市長與彭司令相談條件時，眾人眼光都望向他們兩人，突然聽見士兵警衛高喊「有刺客」、「有槍」，後面的衛兵全擁向涂光明，並把他拖出去，大喊「槍斃他」、「竟然帶槍要打彭司令」，李說當時沒見到涂開槍，也沒有看到槍，急切之間只看到涂光明被迅速架出去，彭司令也立即由室內另一門離去。接著一夥士兵擁入喝令「不要動」逐一搜身，結果無人帶武器。參見李佛續先生訪問記錄。這是否是彭司令欲擒賊擒王設計出來的結果？因為彭將軍的回憶錄可以見到他甚至早在三日即有軍事行動想法，而五日又以七日凌晨要出兵而將談判時間改訂在六日，也許可以大膽的推測，即使涂光明不拔槍、不行刺，恐怕亦無法離開要塞司令部。參考賴澤涵、許雪姬，民八二年四月十日，訪彭孟緝先生，於彭宅。
411,ch02_03,黃仲圖，前引報告，頁一四七，按黃氏的說法和彭孟緝回憶錄，有些差距。
412,ch02_03,台灣省警備總司令部檔案：綏靖執行及處理報告(二)，〈海軍第三基地司令部處理台灣事變經過詳情報告書〉，頁三○。
413,ch02_03,同前檔，〈台灣暴動經過撮要〉，民卅六年二月廿八日～三月十日，頁四六。
414,ch02_03,柯遠芬，頁四四。
415,ch02_03,蔡說麗，民八十年七月四日，訪陳錦春先生，於陳宅。
416,ch02_03,許雪姬、方惠芳，民八十年六月十二日，訪阮垂紳，於阮宅；許雪姬、方惠芳，民八十年六月十一日，訪柯旗化，於柯宅；何聰明先生訪問記錄。
417,ch02_03,許雪姬，民八一年五月二十日，訪郭榮一，於高雄鹽埕教會；同日訪許丁複，於許宅。
418,ch02_03,王作金先生訪問記錄。
419,ch02_03,朱浤源、許雪姬、方惠芳，民八十年五月廿二、廿九日，訪郭萬枝，於郭宅。
420,ch02_03,當場死亡的人不少，如許秋粽，據其子許國雄的證詞：「當日下午兩點左右，聽到軍隊射擊的聲音，家父立即拉著我衝出大禮堂，急忙想躲進市政府旁的防空洞，但防空洞已躲滿了數十人，我們無法擠入，大家分路逃跑，此時來不及想該怎麼辦時，軍隊已衝至防空洞前，先對著洞口處十五人開槍，家父立即頭部中彈倒地。我未中彈，被家父肥胖的身軀緊緊壓在下面，家父黃色的腦漿，從他身上汩汩流出，另挨在旁邊一名學生的腸肚全部外流，尚未斷氣，哀嚎不已。」見〈許國雄先生訪問記錄〉，台灣省文獻委員會。這只是許多故事中的一個。王玉雲先生曾說到屍體之多，除了家屬領回自埋外，送到火葬場的屍體則係由警局僱用牛車運送，每部放二十多具，如此一連延燒好幾天才告一段落。〈王玉雲先生訪問記錄〉，台灣省文獻委員會。又林流夏去收屍時，他見手推車四、五輛來回運無名屍到林德官安葬，死亡的人數不少。他看到死者有的沒穿衣服，有的穿一些殘破的衣服，又是下雨天，血塊如雪球，滾在路邊，死去的屍體正如冰魚樣僵硬帶血。許雪姬、方惠芳，民八十年六月廿四日，訪林流夏，於許宅。據服務於高雄市政府行政股長的康壬貴之證言，在高雄市政府至少死了五、六十人。許雪姬，民國八十年六月廿二日，訪康壬貴，於「釣以清心」餐廳。王瑞霖先生於三月九日到市政府去收殮其父時，親見屍體堆疊，大約死亡者有五十二人。許雪姬、方惠芳，民八二年三月六日，訪王瑞霖，於真好味大飯店。所以陳桐先生認為在市政府的死傷只有四、五個，而且有三名是國民黨忠貞黨員如許秋粽、黃賜、王石定，這一看法恐須作修正。
421,ch02_03,陳錦春先生訪問記錄；王玉雲先生也有類似看法，見《二二八事件文獻輯錄》，頁一五五～一五六。
422,ch02_03,許雪姬、方惠芳，民八十年五月廿四日，訪邱道得，於邱宅。
423,ch02_03,許雪姬、方惠芳，民八十年六月十一日，訪柯旗化，於柯宅。
424,ch02_03,李佛續先生訪問記錄認為是六日下午被放回，可能有誤。
425,ch02_03,〈前台灣省警備總司令部及本部委任代核「二二八」事變案件〉，台灣省警備總司令部檔案：案犯處理(三)，頁一八四二。涂光明，三十五歲，澎湖人；曾豐明，二十五歲，澎湖人；范滄榕，二十九歲，宜蘭人。三人的罪名是「暴動意圖顛覆政府而著手實行，處死刑，褫奪公權終身」經警總糾正後核准執行。
426,ch02_03,同412，頁二五～二六。
427,ch02_03,同412，頁二七～二九。
428,ch02_03,黃緒虞致海軍總司令桂永清電，0339號，三月六日。
429,ch02_03,同412，頁三○。
430,ch02_03,同412，頁三二。
431,ch02_03,台灣省警備總司令部海軍總部檔案：台灣二二八事變經過及處理，黃緒虞電，03655號。
432,ch02_03,同上；《益世報》，民卅六年三月廿三日。
433,ch02_03,同431。
434,ch02_03,先是有一位軍人向女裁縫求婚未遂，竟然開槍打死她，軍方卻不預備追究，乃由該里里長帶領里民手持標語遊行，軍方迫於輿論才出錢賠償。再者有一位國軍騎車技術不佳，在菜市場撞倒一位老農人，挨了老農罵，軍人惱羞成怒用腳踢他，引起市場旁觀者的公憤，大家出手打他。軍人不敵離開後，帶了槍並邀夥伴前來，見到剛剛出言相幫老農的陳文禮，乃開槍射殺之，引起民憤。民國三十五年底，左營區駐在要塞士兵及海軍技術兵因兩相不和，時常格鬥，弄到左營街民驚恐不安，商店閉戶，行人走奔，宛如戰場。使左營居民對軍人的觀感至為惡劣。請參看許雪姬，民八十年八月九日，訪陳種定，於高雄華王飯店；《國聲報》，民卅六年一月四日，三版。
435,ch02_03,同412，頁二六。
436,ch02_03,此受難者為蘇進長，被槍斃在市議會對面，許雪姬、方惠芳，民八十年五月廿九日，訪黃碧珠，於蘇宅。
437,ch02_03,陳種定先生訪問記錄。
438,ch02_03,同412。
439,ch02_03,同412，頁三一。
440,ch02_03,同412。
441,ch02_03,許雪姬，民八十年七月十五日，訪金開英，於敦化南路。
442,ch02_03,二八，21445，資委會中國石油有限公司台灣營業所關於二、二八事件情況給總公司的電報，頁四一、五○；許雪姬、方惠芳，民八一年七月廿三日，訪簡奢兌、陳吉福，於簡宅；許雪姬、方惠芳，民八一年七月廿二日，訪周石，於周宅。
443,ch02_03,同412，頁二八。
444,ch02_03,同442。
445,ch02_03,郭萬枝先生訪問記錄；許雪姬，民八十年八月十日，訪王天良，於高雄國賓飯店。
446,ch02_03,同442。
447,ch02_03,王天良先生訪問記錄。
448,ch02_03,許雪姬，民八十年三月廿七日、九月一日，訪梁永盛，於梁宅。
449,ch02_03,同442；許雪姬、方惠芳，民八十年七月廿三日，訪李塗州，於李宅；許雪姬、方惠芳，民八十年六月廿六日，訪楊凱雄夫人，於楊宅；台灣高等法院檔案，刑事卷，頁七四，楊凱雄之母楊莊氏琴向高等法院呈情文件。
450,ch02_03,同448。
451,ch02_03,同447。
452,ch02_03,同412，頁三三；同442。
453,ch02_03,〈林則彬先生訪問記錄〉，台灣省文獻委員會。
454,ch02_03,許雪姬，民八十年六月廿八日，訪許江陶、吳水明，於許宅。
455,ch02_03,〈高雄港務局退休正工程師沈嘉濟二二八回憶〉，收入陳木杉，《二二八真相探討》，台北：作者自刊本，民七九年，中間插頁，無頁碼。港務局員工中船機課課長董頤元被毆，另有人被收容在鹽埕區區公所的收容處，及當時的第一中學。而位在前金的港務局宿舍損失頗重。
456,ch02_03,四六八(2)，537，招商局台北分局基隆高雄兩辦事處報告在二二八事件中「損失」情形，頁五八～五九。白標第，〈函報高雄市發生事變經過及本處同仁被拘公私物遭洗劫情形請鑒核由〉。
457,ch02_03,朱浤源，民八十年五月卅一日，訪林茂松，於林宅。
458,ch02_03,王作金訪問記錄。
459,ch02_03,黃達平縣長的七項措施為：(一)指示警察局長配置警戒並控制一部分警力作機動使用；(二)由警察刑事控制一部分得力民眾對付外來暴徒；(三)召集地方各級人物代表曉諭大義，戒其勿受奸逆煽動，鼓動彼等愛護家鄉生命財產，免使生民塗炭，致二二八事件以及本縣如有政治問題，自可循政治途徑處理；(四)由警察局連絡山地鄉頭目防制高山同胞下山參加；(五)以電話通知各區署互相密切連絡沉著準備；(六)曉諭民眾冷靜；(七)將情況通報駐軍並取得聯繫。見黃達平，「報告：高雄縣政府」，收入八(2)，17-2，台灣省二二八事件經過，頁七二～七三。
460,ch02_03,同上，頁七三。
461,ch02_03,同前註；許雪姬，民八十年六月廿九日，訪林祺瑞，於林宅。
462,ch02_03,吳崇雄先生訪問記錄，收入《二二八事件文獻輯錄》，頁一六七。
463,ch02_03,同上。
464,ch02_03,同459，頁七四。
465,ch02_03,許雪姬，民八一年七月廿六日，訪林顯賢，於高雄縣岡山鎮壽山宮辦公室。
466,ch02_03,許雪姬，民八十年五月廿九日，訪蕭瓊珍，於蕭宅。
467,ch02_03,許雪姬，民八十年六月十二日、六月廿五日，訪許舜雄，於東方工專及許宅。
468,ch02_03,同466。
469,ch02_03,黃順興，前引書，頁六八。
470,ch02_03,陳種定先生訪問記錄。
471,ch02_03,〈高雄縣二二八事變就捕奸匪暴徒一覽表〉，台灣省警備總司令部檔案：案犯處理(一)，頁一一○～一一三，民卅六年四月二十日。
472,ch02_03,十六，4193-10，台灣柯水發因內亂涉訟案，上訴理由書。
473,ch02_03,十六，4193-9，台灣陳芳洲因內亂涉訟案，上訴理由書。
474,ch02_03,同上。
475,ch02_03,八(2)，17-2，台灣省二二八事件經過，頁四八，簡清榆，〈屏東市參議會建議意見書〉，三月廿九日；龔履端，《屏東三四事變記》屏東：屏東縣政府，民卅六年三月，頁一～二。
476,ch02_03,據簡祕書所記，三月二日下午葉秋木要簡祕書召開臨時參議會來商討應變之策，為簡所拒，葉秋木乃搭車赴高雄去接洽有關二二八事宜。八(2)，17-2，簡清榆，〈屏東市參議會簡清榆自述事變始末記〉，三月十二日撰，頁二。
477,ch02_03,以議長為首之一派有簡清榆、曾原祿、李朝欽等市參議員；以副議長為首之一派有市參議員顏石吉、邱家康、陳水龜（春萍）及司法保護分會副總幹事廖主賜。
478,ch02_03,葉秋木一派先是杯葛簡清榆出任參議會祕書，繼則批評張吉甫議長的作風，據簡祕書言，葉甚至派參議會總務組主任許肯惠暗中監視其行動。見八(2)，17-2，頁四二，〈屏東市三四年事變記並感想錄暨意見書〉，屏東市參議會祕書室編，民卅六年三月。
479,ch02_03,陳文華，重要文件（先父遺物）；陳水龜，上訴理由書；屏東市參議會祕書室編，前引報告，頁二九。
480,ch02_03,八(2)，17-1，頁一七七。台灣鐵路屏東站監理馮如圭，〈屏東市響應台北二二八事件三四暴動前後經過情形〉。
481,ch02_03,八(2)，17-1，頁一八一，徐箕「報告」民卅六年三月卅一日，於屏東市警察局。
482,ch02_03,同上，頁一八一～一八二。
483,ch02_03,同480，同時謠傳有四名外省人死亡。
484,ch02_03,三月六日下午才正式成立，之前應是對策等委員會；但龔市長認為三月四日處理委員會屏東分會已經成立。
485,ch02_03,龔履端，前引書，頁二○。
486,ch02_03,有關此事，日後成為葉氏的罪名之一，也就是顏石吉等人言回與葉商量答覆，而葉迄未答覆市長。當時何以葉氏未與顏同去，同時亦無回報？據簡清榆的報告，他曾與曾原祿兩人在參議會辦公時，突然間航空隊來電稱有緊急的事要交代議長，請議長馬上去，簡告以議長生病，對方言市參議員亦可，曾原祿等乃要去，是時葉上樓來知此事乃一起前往航空隊。後來市長還認定葉去機場是要去繳空軍械。
487,ch02_03,八(2)，17-2，頁五。
488,ch02_03,同上，頁六。
489,ch02_03,同上，一共有十項要求。
490,ch02_03,八(2)，17-2，頁一五，〈七、死亡調查表〉。
491,ch02_03,八(2)，17-2，頁一七二，一共有六款，即(一)國軍復歸原隊，不增加駐軍；(二)治安由參議會及青年學生共同負責；(三)外省人生命財產由本市市民共同保障，外省人及本省人要互相尊重；(四)散在民間武器由保管人員負責送到參議會負責送返各機關；(五)今後對此次行為一律不追究；(六)對失業及糧食問題速行設法解決。
492,ch02_03,八(2)，17-1，頁三四。
493,ch02_03,龔履端，頁四。此情報為簡祕書提供，是否屬實，待考。高山族數百人下山，據簡祕書言，係葉秋木之弟葉慶三，鼓動而來，故葉慶三被通緝的罪名是「暴動激烈分子鼓動高山族搶劫」，見228P-36，17-(3)「為通緝屏東市叛亂案犯顏石吉等十二名歸案」。
494,ch02_03,八(2)，17-1，頁一七四，附件五。
495,ch02_03,八(2)，17-1，頁三八。
496,ch02_03,八(2)，17-2，頁四○～四一。
497,ch02_03,八(2)，17-1，頁一六七。
498,ch02_03,同480，外省籍部分未及進入飛機場的人員，被集中到中央旅社，據被集中的屏東火車站人員的證詞，五日有三名職員在大橋頭被捕，因被證明是好人而免打，經訊問後送到中央旅社。八日下午一時，即國軍已入屏東，這二十五人被集合送到屏東女中操場，架有機槍，又見警衛之暴徒滿面殺氣，二十餘人以為將被處決而面面相覷，後被送到女中大禮堂休息，仍再送回中央旅社，而為國軍所救。
499,ch02_03,台灣省警備總司令部檔案：事件原因及初期狀況，民卅六年，頁一二～一三。
500,ch02_03,許雪姬，民八十年六月廿八日，訪林銘恩，於梁宅。
